Make,Model,Year,Mileage,Price,Fuel,Registration_City,Documents,Assembly,Transmission,Car_Age,Mileage_Per_Year
Suzuki,Wagon R,2015,134000,1750000,Petrol,Islamabad,Original,Local,Manual,11,11166.666666666666
Suzuki,Swift,2014,120000,1940000,Petrol,Lahore,Original,Local,Manual,12,9230.76923076923
Honda,City Vario,2000,20000,820000,Petrol,Lahore,Original,Local,Manual,26,740.7407407407408
Daihatsu,Hijet,2011,95500,1025000,Petrol,Lahore,Original,Imported,Automatic,15,5968.75
KIA,Picanto,2021,42386,2950000,Petrol,Multan,Original,Local,Manual,5,7064.333333333333
Daihatsu,Mira,2012,145000,2300000,Petrol,Rawalpindi,Original,Imported,Automatic,14,9666.666666666666
Toyota,Corolla XLI,2010,130000,1890000,Petrol,Karachi,Original,Local,Manual,16,7647.058823529412
Mercedes,C Class,2004,100000,2250000,Petrol,Karachi,Original,Imported,Automatic,22,4347.826086956522
Suzuki,Mehran VXR,2018,90000,1180000,Petrol,Lahore,Original,Local,Manual,8,10000.0
Suzuki,Wagon R,2018,73000,2300000,Petrol,Lahore,Original,Local,Manual,8,8111.111111111111
KIA,Picanto,2022,27000,3280000,Petrol,Punjab,Original,Local,Automatic,4,5400.0
Mitsubishi,Lancer,2005,120000,1025000,Petrol,Faisalabad,Original,Local,Manual,21,5454.545454545455
Suzuki,Bolan,2021,5000,1785000,Petrol,Lahore,Original,Imported,Manual,5,833.3333333333334
Daihatsu,Hijet,2019,70000,2600000,Petrol,Karachi,Original,Imported,Automatic,7,8750.0
Toyota,Passo,2012,65000,2070000,Petrol,Sindh,Original,Imported,Automatic,14,4333.333333333333
Suzuki,Alto,2006,75000,575000,Petrol,Karachi,Original,Imported,Manual,20,3571.4285714285716
Suzuki,Alto,2021,42000,2500000,Petrol,Punjab,Original,Local,Automatic,5,7000.0
Honda,Civic Prosmetic,2006,120000,1325000,Petrol,Karachi,Original,Local,Automatic,20,5714.285714285715
Toyota,Corrolla Altis,2018,60000,4775000,Petrol,Lahore,Original,Local,Automatic,8,6666.666666666667
Daihatsu,Cuore,2008,87000,930000,Petrol,Karachi,Original,Local,Manual,18,4578.9473684210525
Daihatsu,Mira,2016,94000,2385000,Petrol,Karachi,Original,Imported,Automatic,10,8545.454545454546
Suzuki,Mehran VXR,2017,70000,1180000,Petrol,Lahore,Original,Local,Manual,9,7000.0
Daihatsu,Hijet,2012,72000,1195000,Petrol,Lahore,Original,Imported,Automatic,14,4800.0
Daihatsu,Cuore,2007,130000,960000,Petrol,Lahore,Original,Local,Manual,19,6500.0
Suzuki,Alto,2006,100057,1100000,Petrol,Karachi,Original,Imported,Automatic,20,4764.619047619048
FAW,X-PV,2013,183000,600000,Petrol,Chiniot,Original,Imported,Manual,13,13071.42857142857
Toyota,Corolla GLI,2010,10880,2375000,Petrol,Lahore,Original,Local,Manual,16,640.0
Honda,City IVTEC,2011,225000,2300000,Petrol,Karachi,Original,Imported,Manual,15,14062.5
Daihatsu,Mira,2007,200000,750000,Petrol,Karachi,Original,Local,Manual,19,10000.0
Daihatsu,Move,2020,21995,3425000,Petrol,Unregistered,Original,Imported,Automatic,6,3142.1428571428573
Honda,Civic Oriel,2004,161500,1425000,Petrol,Lahore,Original,Local,Manual,22,7021.739130434783
Honda,City IVTEC,2009,140000,2250000,Petrol,Lahore,Original,Local,Automatic,17,7777.777777777777
Suzuki,Alto,2021,50000,2675000,Petrol,Lahore,Original,Local,Automatic,5,8333.333333333334
Honda,City IVTEC,2017,90000,3050000,Petrol,Islamabad,Original,Local,Manual,9,9000.0
Daihatsu,Cuore,2008,111000,800000,Petrol,Karachi,Original,Local,Manual,18,5842.105263157895
Daihatsu,Mira,2020,26000,3385000,Petrol,Unregistered,Original,Imported,Automatic,6,3714.285714285714
Mitsubishi,Minicab Bravo,2011,64000,1520000,Petrol,Lahore,Original,Imported,Automatic,15,4000.0
Mitsubishi,Ek Wagon,2019,30000,3200000,Petrol,Karachi,Original,Imported,Automatic,7,3750.0
Daihatsu,Hijet,2012,134000,1695000,Petrol,Lahore,Original,Imported,Automatic,14,8933.333333333334
Toyota,Corolla GLI,2018,87000,4000000,Petrol,Sindh,Original,Local,Manual,8,9666.666666666666
Honda,City IVTEC,2021,22000,4300000,Petrol,Islamabad,Original,Imported,Automatic,5,3666.6666666666665
Daihatsu,Cuore,2009,200000,1100000,Petrol,Faisalabad,Original,Local,Automatic,17,11111.111111111111
Suzuki,Baleno,2003,208000,800000,Petrol,Karachi,Original,Local,Manual,23,8666.666666666666
Daihatsu,Hijet,2013,123456,1450000,Petrol,Karachi,Original,Imported,Automatic,13,8818.285714285714
Suzuki,Mehran VXR,2010,95293,830000,Petrol,Lahore,Original,Local,Manual,16,5605.470588235294
Honda,Civic Prosmetic,2014,91000,3270000,Petrol,Punjab,Original,Local,Automatic,12,7000.0
Toyota,Passo,2017,63000,3200000,Petrol,Karachi,Original,Imported,Automatic,9,6300.0
Honda,City IDSI,2007,150000,1270000,Petrol,Karachi,Original,Local,Manual,19,7500.0
Daihatsu,Mira,2010,126415,1320000,Petrol,Karachi,Original,Local,Manual,16,7436.176470588235
KIA,Classic,2000,12345,625000,Petrol,Lahore,Original,Imported,Manual,26,457.22222222222223
KIA,Picanto,2020,37500,2600000,Petrol,Karachi,Original,Imported,Automatic,6,5357.142857142857
Suzuki,Mehran VXR,2017,18000,1265000,Petrol,Lahore,Original,Local,Manual,9,1800.0
Toyota,Corolla GLI,2018,111000,4350000,Petrol,Wazirabad,Original,Local,Automatic,8,12333.333333333334
Suzuki,Mehran VXR,2012,9999,775000,Petrol,Karachi,Original,Local,Manual,14,666.6
Honda,City IVTEC,2019,60000,3875000,Petrol,Karachi,Original,Local,Automatic,7,7500.0
Suzuki,Every,2003,95000,875000,Petrol,Karachi,Original,Imported,Automatic,23,3958.3333333333335
Suzuki,Mehran VXR,2018,62000,1350000,Petrol,Lahore,Original,Local,Manual,8,6888.888888888889
Honda,City IVTEC,2009,182000,2195000,Petrol,Islamabad,Original,Imported,Manual,17,10111.111111111111
Toyota,Corolla XLI,2003,1000,1650000,Petrol,Lahore,Original,Imported,Manual,23,41.666666666666664
Daihatsu,Mira,2006,99000,1550000,Petrol,Lahore,Original,Imported,Manual,20,4714.285714285715
Suzuki,Cultus VXR,2008,100000,940000,Petrol,Lahore,Original,Local,Manual,18,5263.1578947368425
Suzuki,Bolan,2010,100000,750000,Petrol,Lahore,Original,Local,Manual,16,5882.35294117647
Suzuki,Swift,2018,80100,2380000,Petrol,Sindh,Original,Local,Manual,8,8900.0
Suzuki,Bolan,2015,100000,900000,Petrol,Gujranwala,Original,Local,Manual,11,8333.333333333334
Hyundai,Santro,2005,86000,949999,Petrol,Islamabad,Original,Imported,Automatic,21,3909.090909090909
Daihatsu,Cuore,2003,120000,690000,Petrol,Karachi,Original,Local,Automatic,23,5000.0
Hyundai,Santro,2009,200000,1300000,Petrol,Lahore,Original,Local,Manual,17,11111.111111111111
Toyota,Corolla XLI,2011,165000,2050000,Petrol,Punjab,Original,Local,Manual,15,10312.5
Suzuki,Bolan,2020,120000,1650000,Petrol,Karachi,Original,Imported,Automatic,6,17142.85714285714
Honda,Civic Oriel,2016,98000,4495000,Petrol,Lahore,Original,Local,Automatic,10,8909.09090909091
Suzuki,Every,2013,99885,1650000,Petrol,Rawalpindi,Original,Imported,Automatic,13,7134.642857142857
Toyota,Altis Grande,2016,113000,4170000,Petrol,Lahore,Original,Local,Automatic,10,10272.727272727272
Toyota,Corolla GLI,2009,171000,2500000,Petrol,Lahore,Original,Local,Manual,17,9500.0
Suzuki,Cultus VXR,2014,77700,1425000,Petrol,Lahore,Original,Local,Manual,12,5976.923076923077
Toyota,Corrolla Altis,2009,145000,2400000,Petrol,Faisalabad,Original,Local,Automatic,17,8055.555555555556
Toyota,Corolla GLI,2004,140000,1750000,Petrol,Karachi,Original,Local,Manual,22,6086.95652173913
Hyundai,Santro,2006,65500,847000,Petrol,Faisalabad,Original,Local,Manual,20,3119.0476190476193
Toyota,Corolla GLI,2016,157000,3650000,Petrol,Lahore,Original,Local,Manual,10,14272.727272727272
Suzuki,Every,2020,170000,1850000,Petrol,Punjab,Original,Imported,Automatic,6,24285.714285714286
Mitsubishi,Pajero Mini,2006,123456,820000,Petrol,Sindh,Original,Imported,Manual,20,5878.857142857143
KIA,Picanto,2022,22000,3300000,Petrol,Hyderabad,Original,Local,Automatic,4,4400.0
Mitsubishi,Ek Wagon,2019,130000,2360000,Petrol,Lahore,Original,Imported,Automatic,7,16250.0
Hyundai,Santro,2007,100000,975000,Petrol,Multan,Original,Local,Manual,19,5000.0
Suzuki,Swift,2016,89000,2150000,Petrol,Lahore,Original,Local,Manual,10,8090.909090909091
Honda,City Vario,2017,10000,3100000,Petrol,Multan,Original,Local,Manual,9,1000.0
Toyota,Passo,2012,86000,1820000,Petrol,Hyderabad,Original,Imported,Automatic,14,5733.333333333333
Toyota,Yaris,2021,18500,4050000,Petrol,Punjab,Original,Local,Manual,5,3083.3333333333335
Suzuki,Bolan,2019,93334,1750000,Petrol,Lahore,Original,Local,Manual,7,11666.75
Daihatsu,Mira,2015,65000,600000,Petrol,Karachi,Duplicate,Imported,Automatic,11,5416.666666666667
Honda,Civic Prosmetic,2005,212000,1475000,Petrol,Lahore,Original,Local,Automatic,21,9636.363636363636
Suzuki,Alto,2008,186400,650000,Petrol,Karachi,Original,Local,Manual,18,9810.526315789473
Honda,City IVTEC,2013,85000,2785000,Petrol,Lahore,Original,Local,Manual,13,6071.428571428572
Honda,City IVTEC,2017,93000,2650000,Petrol,Lahore,Original,Local,Manual,9,9300.0
Suzuki,Mehran VXR,2007,82820,700000,CNG,Lahore,Original,Local,Manual,19,4141.0
Toyota,Yaris,2021,19053,4375000,Petrol,Lahore,Original,Local,Automatic,5,3175.5
Honda,City IDSI,2019,83000,3500000,Petrol,Lahore,Original,Local,Manual,7,10375.0
Honda,City IVTEC,2013,96000,2825000,Petrol,Lahore,Original,Local,Automatic,13,6857.142857142857
Toyota,Yaris,2022,7000,4190000,Petrol,Karachi,Original,Local,Automatic,4,1400.0
Daihatsu,Cuore,2007,145000,750000,Petrol,Sindh,Original,Local,Manual,19,7250.0
Toyota,Corolla GLI,2019,65000,4550000,Petrol,Islamabad,Original,Local,Automatic,7,8125.0
Toyota,Corolla GLI,2009,250000,2250000,Petrol,Lahore,Original,Local,Manual,17,13888.888888888889
Suzuki,Swift,2022,40000,2650000,Petrol,Punjab,Original,Local,Automatic,4,8000.0
Daihatsu,Cuore,2007,99800,820000,Petrol,Karachi,Original,Local,Manual,19,4990.0
Suzuki,Alto,2008,30000,750000,Petrol,Karachi,Original,Imported,Manual,18,1578.9473684210527
Daihatsu,Cuore,2010,164000,1149000,Petrol,Lahore,Original,Local,Manual,16,9647.058823529413
Daihatsu,Hijet,2012,163000,1500000,Petrol,Karachi,Original,Imported,Automatic,14,10866.666666666666
Suzuki,Mehran VXR,2007,100000,560000,Petrol,Karachi,Original,Local,Manual,19,5000.0
Daihatsu,Mira,2018,75000,3270000,Petrol,Karachi,Original,Imported,Automatic,8,8333.333333333334
Toyota,Corolla GLI,2006,150000,2300000,Petrol,Lahore,Original,Imported,Manual,20,7142.857142857143
Mitsubishi,Lancer,2007,96000,1890000,Petrol,Lahore,Original,Imported,Automatic,19,4800.0
KIA,Picanto,2022,3500,3150000,Petrol,Punjab,Original,Local,Automatic,4,700.0
Honda,City IVTEC,2010,74500,2350000,Petrol,Lahore,Original,Local,Manual,16,4382.35294117647
Toyota,Corolla XLI,2011,300000,2250000,Petrol,Islamabad,Original,Local,Manual,15,18750.0
Honda,City IDSI,2006,167000,1620000,Petrol,Lahore,Original,Local,Manual,20,7952.380952380952
FAW,V2,2014,181000,1350000,Petrol,Lahore,Original,Local,Manual,12,13923.076923076924
Honda,Civic Oriel,2016,116000,4550000,Petrol,Lahore,Original,Local,Automatic,10,10545.454545454546
Daihatsu,Cuore,2003,123456,625000,Petrol,Sindh,Original,Imported,Manual,23,5144.0
Toyota,Corrolla Altis,2017,85000,4200000,Petrol,Karachi,Original,Imported,Automatic,9,8500.0
Suzuki,Swift,2012,96500,1700000,Petrol,Karachi,Original,Local,Manual,14,6433.333333333333
Toyota,Corolla GLI,2016,90000,2800000,Petrol,Sindh,Original,Local,Manual,10,8181.818181818182
Toyota,Corolla GLI,2015,120000,3700000,Petrol,Lahore,Original,Imported,Manual,11,10000.0
Daihatsu,Cuore,2009,105000,1020000,Petrol,Sindh,Original,Imported,Automatic,17,5833.333333333333
Suzuki,Every,2003,185000,1230000,Petrol,Karachi,Original,Imported,Automatic,23,7708.333333333333
Suzuki,Alto,2008,86000,925000,Petrol,Lahore,Original,Local,Manual,18,4526.315789473684
Honda,City IVTEC,2013,100000,2450000,Petrol,Sahiwal,Original,Local,Manual,13,7142.857142857143
Toyota,Corolla GLI,2014,110000,3150000,Petrol,Lahore,Original,Local,Manual,12,8461.538461538461
Honda,Civic Oriel,2010,135000,2045000,Petrol,Sindh,Original,Local,Manual,16,7941.176470588235
Hyundai,Santro,2004,194000,1050000,Petrol,Lahore,Original,Local,Manual,22,8434.782608695652
Daihatsu,Cuore,2005,135000,690000,Petrol,Karachi,Original,Local,Automatic,21,6136.363636363636
Honda,City IVTEC,2018,54000,3350000,Petrol,Lahore,Original,Imported,Manual,8,6000.0
Honda,City IVTEC,2016,88000,2800000,Petrol,Sindh,Original,Local,Manual,10,8000.0
Daihatsu,Cuore,2010,123456,995000,Petrol,Sindh,Original,Imported,Manual,16,7262.117647058823
Suzuki,Bolan,2007,10000,750000,Petrol,Lahore,Original,Local,Manual,19,500.0
Honda,City Aspire,2016,95000,2975000,Petrol,Lahore,Original,Local,Manual,10,8636.363636363636
Daihatsu,Hijet,2018,200000,1255000,Petrol,Lahore,Original,Imported,Automatic,8,22222.222222222223
Honda,Civic Prosmetic,2004,175000,1550000,Petrol,Lahore,Original,Imported,Automatic,22,7608.695652173913
Daihatsu,Cuore,2004,12345,880000,Petrol,Faisalabad,Original,Local,Automatic,22,536.7391304347826
Suzuki,Wagon R,2018,18000,2625000,Petrol,Karachi,Original,Local,Manual,8,2000.0
Toyota,Passo,2014,100000,2500000,Petrol,Karachi,Original,Imported,Automatic,12,7692.307692307692
Suzuki,Baleno,2003,10000,850000,Petrol,Lahore,Original,Imported,Manual,23,416.6666666666667
Hyundai,Santro,2005,1234,895000,Petrol,Lahore,Original,Local,Manual,21,56.09090909090909
Daihatsu,Mira,2006,81000,1550000,Petrol,Multan,Original,Imported,Automatic,20,3857.1428571428573
Suzuki,Swift,2018,40327,2500000,Petrol,Karachi,Original,Local,Manual,8,4480.777777777777
KIA,Classic,2004,88000,380000,Petrol,Karachi,Original,Local,Manual,22,3826.086956521739
Honda,City Vario,2007,200000,1700000,Petrol,Sindh,Original,Local,Automatic,19,10000.0
Daihatsu,Mira,2013,107000,2040000,Petrol,Karachi,Original,Imported,Automatic,13,7642.857142857143
Suzuki,Mehran VXR,2018,60000,1320000,Petrol,Lahore,Original,Local,Manual,8,6666.666666666667
Toyota,Corolla XLI,2017,79000,3400000,Petrol,Karachi,Original,Local,Manual,9,7900.0
Daihatsu,Cuore,2007,100000,695000,Petrol,Karachi,Original,Local,Manual,19,5000.0
Honda,Civic Prosmetic,2008,110000,1750000,Petrol,Sindh,Original,Local,Automatic,18,5789.473684210527
Hyundai,Santro,2007,150000,975000,Petrol,Faisalabad,Original,Local,Manual,19,7500.0
Daihatsu,Move,2018,28000,2930000,Petrol,Punjab,Original,Imported,Automatic,8,3111.1111111111113
Suzuki,Mehran VXR,2015,87000,1175000,Petrol,Lahore,Original,Local,Manual,11,7250.0
Toyota,Corolla GLI,2008,333000,1800000,Petrol,Islamabad,Original,Local,Manual,18,17526.315789473683
Daihatsu,Hijet,2013,136500,1200000,Petrol,Karachi,Original,Local,Automatic,13,9750.0
Daihatsu,Hijet,2012,6356,1450000,Petrol,Karachi,Original,Imported,Automatic,14,423.73333333333335
Mitsubishi,Lancer,2007,196000,1890000,Petrol,Islamabad,Original,Imported,Automatic,19,9800.0
Toyota,Passo,2013,106000,2450000,Petrol,Karachi,Original,Imported,Automatic,13,7571.428571428572
Mitsubishi,Minica,2011,100000,940000,Petrol,Karachi,Original,Imported,Automatic,15,6250.0
Changan,Karvaan,2021,21000,2500000,Petrol,Karachi,Original,Local,Manual,5,3500.0
FAW,X-PV,2016,200000,915000,Petrol,Lahore,Original,Imported,Manual,10,18181.81818181818
Suzuki,Cultus VXR,2013,121000,1180000,Petrol,Karachi,Original,Local,Manual,13,8642.857142857143
Suzuki,Swift,2010,77000,1800000,Petrol,Karachi,Original,Imported,Manual,16,4529.411764705882
Suzuki,Baleno,2004,129000,800000,Petrol,Sindh,Original,Imported,Manual,22,5608.695652173913
Daihatsu,Move,2012,54000,1750000,Petrol,Karachi,Original,Imported,Automatic,14,3600.0
Suzuki,Alto,2022,12500,2475000,Petrol,Karachi,Original,Local,Manual,4,2500.0
Suzuki,Baleno,2005,222222,1050000,Petrol,Lahore,Original,Local,Manual,21,10101.0
Daihatsu,Mira,2006,100000,1250000,Petrol,Sindh,Original,Imported,Automatic,20,4761.9047619047615
Honda,City IDSI,2007,1234,1565000,Petrol,Lahore,Original,Local,Manual,19,61.7
Suzuki,Ravi,2022,2700,1850000,Petrol,Punjab,Original,Local,Manual,4,540.0
Suzuki,Cultus VXR,2009,100000,850000,Petrol,Islamabad,Original,Local,Manual,17,5555.555555555556
Daihatsu,Hijet,2006,10000,1100000,Petrol,Karachi,Original,Imported,Automatic,20,476.1904761904762
Toyota,Corrolla Altis,2015,94000,3925000,Petrol,Islamabad,Original,Local,Automatic,11,7833.333333333333
Suzuki,Cultus VXR,2005,100000,800000,Petrol,Faisalabad,Original,Local,Manual,21,4545.454545454545
Suzuki,Wagon R,2018,1230,1660000,Petrol,Lahore,Original,Local,Manual,8,136.66666666666666
Honda,Civic Prosmetic,2009,125000,2200000,Petrol,Islamabad,Original,Local,Automatic,17,6944.444444444444
Daihatsu,Cuore,2011,100000,1190000,Petrol,Faisalabad,Original,Imported,Manual,15,6250.0
Honda,City IVTEC,2019,112000,3890000,Petrol,Lahore,Original,Imported,Manual,7,14000.0
Suzuki,Swift,2012,180000,1900000,Petrol,Lahore,Original,Local,Manual,14,12000.0
Suzuki,Every,2018,75000,2850000,Petrol,Unregistered,Original,Imported,Automatic,8,8333.333333333334
Daihatsu,Mira,2016,46000,2800000,Petrol,Islamabad,Original,Imported,Automatic,10,4181.818181818182
Toyota,Corrolla Altis,2005,195000,2005000,Petrol,Sindh,Original,Local,Automatic,21,8863.636363636364
Suzuki,Baleno,2001,1111,650000,Petrol,Karachi,Original,Imported,Manual,25,42.73076923076923
Suzuki,Swift,2018,50000,2300000,Petrol,Karachi,Original,Local,Manual,8,5555.555555555556
Toyota,Corolla XLI,2011,295000,2360000,CNG,Lahore,Original,Local,Manual,15,18437.5
KIA,Picanto,2021,30000,3600000,Petrol,Punjab,Original,Local,Automatic,5,5000.0
Honda,City IDSI,2005,166000,1550000,Petrol,Sindh,Original,Local,Manual,21,7545.454545454545
Daihatsu,Mira,2011,84000,1900000,Petrol,Karachi,Original,Imported,Automatic,15,5250.0
Honda,City IDSI,2007,195000,1485000,Petrol,Lahore,Original,Local,Manual,19,9750.0
Daihatsu,Hijet,2016,93000,1425000,Petrol,Karachi,Original,Imported,Automatic,10,8454.545454545454
Suzuki,Bolan,2011,75000,765000,Petrol,Karachi,Original,Local,Manual,15,4687.5
Honda,Civic Prosmetic,2013,185000,3275000,Petrol,Islamabad,Original,Imported,Automatic,13,13214.285714285714
Toyota,Corolla XLI,2012,120000,2450000,Petrol,Lahore,Original,Local,Manual,14,8000.0
Suzuki,Alto,2019,75000,2175000,Petrol,Lahore,Original,Local,Manual,7,9375.0
Daihatsu,Cuore,2001,14000,700000,Petrol,Lahore,Original,Imported,Manual,25,538.4615384615385
Toyota,Corolla XLI,2012,90000,2350000,Petrol,Lahore,Original,Local,Manual,14,6000.0
Daihatsu,Mira,2016,92500,2390000,Petrol,Lahore,Original,Imported,Automatic,10,8409.09090909091
Suzuki,Wagon R,2014,100000,1980000,Petrol,Islamabad,Original,Local,Manual,12,7692.307692307692
Toyota,Passo,2010,92000,2300000,Petrol,Karachi,Original,Imported,Automatic,16,5411.764705882353
Suzuki,Swift,2023,1234,4550000,Petrol,Punjab,Original,Local,Automatic,3,308.5
Suzuki,Every,2004,35000,975000,Petrol,Karachi,Original,Imported,Automatic,22,1521.7391304347825
Honda,City IDSI,2008,110000,1950000,Petrol,Lahore,Original,Local,Manual,18,5789.473684210527
Daihatsu,Mira,2017,100000,2999000,Petrol,Punjab,Original,Imported,Automatic,9,10000.0
Honda,City IVTEC,2015,121000,2900000,Petrol,Islamabad,Original,Local,Manual,11,10083.333333333334
KIA,Spectra,2003,150000,790000,Petrol,Lahore,Original,Imported,Manual,23,6250.0
Suzuki,Swift,2016,82000,2350000,Petrol,Karachi,Original,Local,Automatic,10,7454.545454545455
Suzuki,Bolan,2006,99999,740000,Petrol,Karachi,Original,Local,Manual,20,4761.857142857143
Daihatsu,Mira,2008,97000,1250000,Petrol,Karachi,Original,Imported,Automatic,18,5105.263157894737
Suzuki,Alto,2021,23000,2385000,Petrol,Punjab,Original,Local,Manual,5,3833.3333333333335
Suzuki,Alto,2022,24000,2500000,Petrol,Karachi,Original,Local,Manual,4,4800.0
Suzuki,Baleno,2002,171000,980000,Petrol,Sahiwal,Original,Local,Manual,24,6840.0
Toyota,Corolla GLI,2018,125000,4300000,Petrol,Lahore,Original,Imported,Manual,8,13888.888888888889
Honda,City IDSI,2002,200000,850000,Petrol,Lahore,Original,Local,Manual,24,8000.0
Daihatsu,Mira,2021,20000,3590000,Petrol,Unregistered,Original,Imported,Automatic,5,3333.3333333333335
KIA,Classic,2001,100000,495000,Petrol,Karachi,Original,Imported,Manual,25,3846.153846153846
Suzuki,Every,2023,179000,2990000,Petrol,Unregistered,Original,Imported,Automatic,3,44750.0
Suzuki,Wagon R,2016,99999,1870000,Petrol,Karachi,Original,Local,Manual,10,9090.818181818182
KIA,Spectra,2002,1245,775000,Petrol,Lahore,Original,Imported,Manual,24,49.8
Hyundai,Santro,2004,110000,725000,Petrol,Sialkot,Original,Local,Manual,22,4782.608695652174
Suzuki,Wagon R,2022,32871,2800000,Petrol,Gujrat,Original,Local,Manual,4,6574.2
Suzuki,Bolan,2006,10000,700000,Petrol,Islamabad,Original,Local,Manual,20,476.1904761904762
Daihatsu,Cuore,2011,70000,900000,Petrol,Lahore,Original,Imported,Manual,15,4375.0
Honda,City Aspire,2015,94580,2625000,Petrol,Lahore,Original,Local,Manual,11,7881.666666666667
Suzuki,Mehran VXR,2018,60000,1460000,Petrol,Lahore,Original,Local,Manual,8,6666.666666666667
Honda,City Aspire,2016,95000,3350000,Petrol,Lahore,Original,Imported,Automatic,10,8636.363636363636
Suzuki,Bolan,2011,1000,750000,Petrol,Karachi,Original,Local,Manual,15,62.5
Honda,City IVTEC,2017,74000,2790000,Petrol,Sindh,Original,Local,Manual,9,7400.0
